         2.10000e+00;         9.67260e+00
         2.20000e+00;         8.04125e+00
         2.30000e+00;         7.06790e+00
         2.40000e+00;         6.37760e+00
         2.50000e+00;         5.84730e+00
         2.60000e+00;         5.42027e+00
         2.70000e+00;         5.06537e+00
         2.80000e+00;         4.76360e+00
         2.90000e+00;         4.50252e+00
         3.00000e+00;         4.27357e+00
         3.10000e+00;         4.07052e+00
         3.20000e+00;         3.88878e+00
         3.30000e+00;         3.72486e+00
         3.40000e+00;         3.57600e+00
         3.50000e+00;         3.44006e+00
         3.60000e+00;         3.31528e+00
         3.70000e+00;         3.20022e+00
         3.80000e+00;         3.09372e+00
         3.90000e+00;         2.99475e+00
         4.00000e+00;         2.90252e+00
         4.10000e+00;         2.81631e+00
         4.20000e+00;         2.73550e+00
         4.30000e+00;         2.65956e+00
         4.40000e+00;         2.58806e+00
         4.50000e+00;         2.52057e+00
         4.60000e+00;         2.45676e+00
         4.70000e+00;         2.39631e+00
         4.80000e+00;         2.33896e+00
         4.90000e+00;         2.28446e+00
         5.00000e+00;         2.23260e+00
         5.10000e+00;         2.18316e+00
         5.20000e+00;         2.13599e+00
         5.30000e+00;         2.09091e+00
         5.40000e+00;         2.04780e+00
         5.50000e+00;         2.00652e+00
         5.60000e+00;         1.96694e+00
         5.70000e+00;         1.92897e+00
         5.80000e+00;         1.89249e+00
         5.90000e+00;         1.85743e+00
         6.00000e+00;         1.82370e+00
         6.10000e+00;         1.79122e+00
         6.20000e+00;         1.75992e+00
         6.30000e+00;         1.72974e+00
         6.40000e+00;         1.70060e+00
         6.50000e+00;         1.67247e+00
         6.60000e+00;         1.64529e+00
         6.70000e+00;         1.61900e+00
         6.80000e+00;         1.59357e+00
         6.90000e+00;         1.56895e+00
         7.00000e+00;         1.54510e+00
         7.10000e+00;         1.52198e+00
         7.20000e+00;         1.49957e+00
         7.30000e+00;         1.47782e+00
         7.40000e+00;         1.45672e+00
         7.50000e+00;         1.43622e+00
         7.60000e+00;         1.41630e+00
         7.70000e+00;         1.39695e+00
         7.80000e+00;         1.37813e+00
         7.90000e+00;         1.35982e+00
         8.00000e+00;         1.34200e+00
         8.10000e+00;         1.32465e+00
         8.20000e+00;         1.30776e+00
         8.30000e+00;         1.29130e+00
         8.40000e+00;         1.27526e+00
         8.50000e+00;         1.25962e+00
         8.60000e+00;         1.24437e+00
         8.70000e+00;         1.22949e+00
         8.80000e+00;         1.21496e+00
         8.90000e+00;         1.20078e+00
         9.00000e+00;         1.18694e+00
         9.10000e+00;         1.17342e+00
         9.20000e+00;         1.16021e+00
         9.30000e+00;         1.14729e+00
         9.40000e+00;         1.13466e+00
         9.50000e+00;         1.12232e+00
         9.60000e+00;         1.11024e+00
         9.70000e+00;         1.09843e+00
         9.80000e+00;         1.08687e+00
         9.90000e+00;         1.07555e+00
         1.00000e+01;         1.06447e+00
         1.01000e+01;         1.05362e+00
         1.02000e+01;         1.04298e+00
         1.03000e+01;         1.03257e+00
         1.04000e+01;         1.02237e+00
         1.05000e+01;         1.01236e+00
         1.06000e+01;         1.00256e+00
         1.07000e+01;         9.92940e-01
         1.08000e+01;         9.83510e-01
         1.09000e+01;         9.74260e-01
         1.10000e+01;         9.65180e-01
         1.11000e+01;         9.56275e-01
         1.12000e+01;         9.47529e-01
         1.13000e+01;         9.38948e-01
         1.14000e+01;         9.30524e-01
         1.15000e+01;         9.22248e-01
         1.16000e+01;         9.14119e-01
         1.17000e+01;         9.06136e-01
         1.18000e+01;         8.98291e-01
         1.19000e+01;         8.90582e-01
         1.20000e+01;         8.83009e-01
         1.21000e+01;         8.75559e-01
         1.22000e+01;         8.68239e-01
         1.23000e+01;         8.61039e-01
         1.24000e+01;         8.53961e-01
         1.25000e+01;         8.47000e-01
         1.26000e+01;         8.40152e-01
         1.27000e+01;         8.33413e-01
         1.28000e+01;         8.26783e-01
         1.29000e+01;         8.20258e-01
         1.30000e+01;         8.13837e-01
         1.31000e+01;         8.07517e-01
         1.32000e+01;         8.01296e-01
         1.33000e+01;         7.95172e-01
         1.34000e+01;         7.89136e-01
         1.35000e+01;         7.83196e-01
         1.36000e+01;         7.77344e-01
         1.37000e+01;         7.71580e-01
         1.38000e+01;         7.65904e-01
         1.39000e+01;         7.60308e-01
         1.40000e+01;         7.54796e-01
         1.41000e+01;         7.49362e-01
         1.42000e+01;         7.44008e-01
         1.43000e+01;         7.38730e-01
         1.44000e+01;         7.33526e-01
         1.45000e+01;         7.28396e-01
         1.46000e+01;         7.23337e-01
         1.47000e+01;         7.18348e-01
         1.48000e+01;         7.13429e-01
         1.49000e+01;         7.08575e-01
         1.50000e+01;         7.03789e-01
         1.51000e+01;         6.99068e-01
         1.52000e+01;         6.94411e-01
         1.53000e+01;         6.89814e-01
         1.54000e+01;         6.85279e-01
         1.55000e+01;         6.80803e-01
         1.56000e+01;         6.76386e-01
         1.57000e+01;         6.72028e-01
         1.58000e+01;         6.67724e-01
         1.59000e+01;         6.63473e-01
         1.60000e+01;         6.59280e-01
         1.61000e+01;         6.55137e-01
         1.62000e+01;         6.51047e-01
         1.63000e+01;         6.47010e-01
         1.64000e+01;         6.43019e-01
         1.65000e+01;         6.39081e-01
         1.66000e+01;         6.35190e-01
         1.67000e+01;         6.31345e-01
         1.68000e+01;         6.27548e-01
         1.69000e+01;         6.23797e-01
         1.70000e+01;         6.20091e-01
         1.71000e+01;         6.16428e-01
         1.72000e+01;         6.12806e-01
         1.73000e+01;         6.09231e-01
         1.74000e+01;         6.05694e-01
         1.75000e+01;         6.02200e-01
         1.76000e+01;         5.98745e-01
         1.77000e+01;         5.95330e-01
         1.78000e+01;         5.91955e-01
         1.79000e+01;         5.88618e-01
         1.80000e+01;         5.85318e-01
         1.81000e+01;         5.82056e-01
         1.82000e+01;         5.78829e-01
         1.83000e+01;         5.75638e-01
         1.84000e+01;         5.72482e-01
         1.85000e+01;         5.69360e-01
         1.86000e+01;         5.66274e-01
         1.87000e+01;         5.63220e-01
         1.88000e+01;         5.60200e-01
         1.89000e+01;         5.57211e-01
         1.90000e+01;         5.54256e-01
         1.91000e+01;         5.51328e-01
         1.92000e+01;         5.48433e-01
         1.93000e+01;         5.45569e-01
         1.94000e+01;         5.42736e-01
         1.95000e+01;         5.39932e-01
         1.96000e+01;         5.37157e-01
         1.97000e+01;         5.34408e-01
         1.98000e+01;         5.31689e-01
         1.99000e+01;         5.28997e-01
         2.00000e+01;         5.26332e-01
         2.01000e+01;         5.23695e-01
         2.02000e+01;         5.21084e-01
         2.03000e+01;         5.18497e-01
         2.04000e+01;         5.15939e-01
         2.05000e+01;         5.13405e-01
         2.06000e+01;         5.10895e-01
         2.07000e+01;         5.08410e-01
         2.08000e+01;         5.05949e-01
         2.09000e+01;         5.03513e-01
         2.10000e+01;         5.01097e-01
         2.11000e+01;         4.98707e-01
         2.12000e+01;         4.96340e-01
         2.13000e+01;         4.93995e-01
         2.14000e+01;         4.91672e-01
         2.15000e+01;         4.89370e-01
         2.16000e+01;         4.87090e-01
         2.17000e+01;         4.84832e-01
         2.18000e+01;         4.82593e-01
         2.19000e+01;         4.80376e-01
         2.20000e+01;         4.78180e-01
         2.21000e+01;         4.76002e-01
         2.22000e+01;         4.73845e-01
         2.23000e+01;         4.71710e-01
         2.24000e+01;         4.69590e-01
         2.25000e+01;         4.67490e-01
         2.26000e+01;         4.65412e-01
         2.27000e+01;         4.63349e-01
         2.28000e+01;         4.61305e-01
         2.29000e+01;         4.59279e-01
         2.30000e+01;         4.57272e-01
         2.31000e+01;         4.55281e-01
         2.32000e+01;         4.53307e-01
         2.33000e+01;         4.51352e-01
         2.34000e+01;         4.49414e-01
         2.35000e+01;         4.47491e-01
         2.36000e+01;         4.45584e-01
         2.37000e+01;         4.43693e-01
         2.38000e+01;         4.41820e-01
         2.39000e+01;         4.39962e-01
         2.40000e+01;         4.38120e-01
         2.41000e+01;         4.36293e-01
         2.42000e+01;         4.34480e-01
         2.43000e+01;         4.32683e-01
         2.44000e+01;         4.30902e-01
         2.45000e+01;         4.29135e-01
         2.46000e+01;         4.27380e-01
         2.47000e+01;         4.25643e-01
         2.48000e+01;         4.23919e-01
         2.49000e+01;         4.22209e-01
         2.50000e+01;         4.20511e-01
         2.51000e+01;         4.18828e-01
         2.52000e+01;         4.17157e-01
         2.53000e+01;         4.15502e-01
         2.54000e+01;         4.13858e-01
         2.55000e+01;         4.12227e-01
         2.56000e+01;         4.10610e-01
         2.57000e+01;         4.09006e-01
         2.58000e+01;         4.07414e-01
         2.59000e+01;         4.05833e-01
         2.60000e+01;         4.04265e-01
         2.61000e+01;         4.02710e-01
         2.62000e+01;         4.01167e-01
         2.63000e+01;         3.99634e-01
         2.64000e+01;         3.98114e-01
         2.65000e+01;         3.96606e-01
         2.66000e+01;         3.95108e-01
         2.67000e+01;         3.93624e-01
         2.68000e+01;         3.92149e-01
         2.69000e+01;         3.90684e-01
         2.70000e+01;         3.89231e-01
         2.71000e+01;         3.87790e-01
         2.72000e+01;         3.86359e-01
         2.73000e+01;         3.84937e-01
         2.74000e+01;         3.83527e-01
         2.75000e+01;         3.82127e-01
         2.76000e+01;         3.80737e-01
         2.77000e+01;         3.79358e-01
         2.78000e+01;         3.77988e-01
         2.79000e+01;         3.76628e-01
         2.80000e+01;         3.75277e-01
         2.81000e+01;         3.73938e-01
         2.82000e+01;         3.72606e-01
         2.83000e+01;         3.71285e-01
         2.84000e+01;         3.69972e-01
