0.000000e+00	-5.240827e-03
6.931472e-01	-7.198437e-03
1.098612e+00	-8.554762e-03
1.386294e+00	-9.613465e-03
1.609438e+00	-1.041851e-02
1.791759e+00	-1.105702e-02
1.945910e+00	-1.160690e-02
2.079442e+00	-1.210285e-02
2.197225e+00	-1.254922e-02
2.302585e+00	-1.294363e-02
2.397895e+00	-1.328978e-02
2.484907e+00	-1.359773e-02
2.564949e+00	-1.387857e-02
2.639057e+00	-1.413980e-02
2.708050e+00	-1.438408e-02
2.772589e+00	-1.461079e-02
2.833213e+00	-1.481856e-02
2.890372e+00	-1.500724e-02
2.944439e+00	-1.517850e-02
2.995732e+00	-1.533539e-02
3.044522e+00	-1.548125e-02
3.091042e+00	-1.561875e-02
3.135494e+00	-1.574943e-02
3.178054e+00	-1.587374e-02
3.218876e+00	-1.599142e-02
3.258097e+00	-1.610209e-02
3.295837e+00	-1.620564e-02
3.332205e+00	-1.630241e-02
3.367296e+00	-1.639316e-02
3.401197e+00	-1.647884e-02
3.433987e+00	-1.656036e-02
3.465736e+00	-1.663839e-02
3.496508e+00	-1.671328e-02
3.526361e+00	-1.678508e-02
3.555348e+00	-1.685370e-02
3.583519e+00	-1.691900e-02
3.610918e+00	-1.698095e-02
3.637586e+00	-1.703968e-02
3.663562e+00	-1.709547e-02
3.688879e+00	-1.714871e-02
3.713572e+00	-1.719979e-02
3.737670e+00	-1.724907e-02
3.761200e+00	-1.729679e-02
3.784190e+00	-1.734305e-02
3.806662e+00	-1.738784e-02
3.828641e+00	-1.743111e-02
3.850148e+00	-1.747276e-02
3.871201e+00	-1.751276e-02
3.891820e+00	-1.755111e-02
3.912023e+00	-1.758791e-02
3.931826e+00	-1.762331e-02
3.951244e+00	-1.765748e-02
3.970292e+00	-1.769059e-02
3.988984e+00	-1.772278e-02
4.007333e+00	-1.775414e-02
4.025352e+00	-1.778473e-02
4.043051e+00	-1.781453e-02
4.060443e+00	-1.784353e-02
4.077537e+00	-1.787168e-02
4.094345e+00	-1.789897e-02
4.110874e+00	-1.792541e-02
4.127134e+00	-1.795101e-02
4.143135e+00	-1.797586e-02
4.158883e+00	-1.800000e-02
4.174387e+00	-1.802353e-02
4.189655e+00	-1.804650e-02
4.204693e+00	-1.806897e-02
4.219508e+00	-1.809096e-02
4.234107e+00	-1.811248e-02
4.248495e+00	-1.813353e-02
4.262680e+00	-1.815410e-02
4.276666e+00	-1.817418e-02
4.290459e+00	-1.819376e-02
4.304065e+00	-1.821286e-02
4.317488e+00	-1.823150e-02
4.330733e+00	-1.824971e-02
4.343805e+00	-1.826752e-02
4.356709e+00	-1.828497e-02
4.369448e+00	-1.830207e-02
4.382027e+00	-1.831887e-02
4.394449e+00	-1.833536e-02
4.406719e+00	-1.835155e-02
4.418841e+00	-1.836743e-02
4.430817e+00	-1.838301e-02
4.442651e+00	-1.839828e-02
4.454347e+00	-1.841324e-02
4.465908e+00	-1.842790e-02
4.477337e+00	-1.844227e-02
4.488636e+00	-1.845637e-02
4.499810e+00	-1.847021e-02
4.510860e+00	-1.848380e-02
4.521789e+00	-1.849718e-02
4.532599e+00	-1.851034e-02
4.543295e+00	-1.852329e-02
4.553877e+00	-1.853603e-02
4.564348e+00	-1.854857e-02
4.574711e+00	-1.856091e-02
4.584967e+00	-1.857303e-02
4.595120e+00	-1.858495e-02
4.605170e+00	-1.859667e-02
4.615121e+00	-1.860818e-02
4.624973e+00	-1.861950e-02
4.634729e+00	-1.863064e-02
4.644391e+00	-1.864161e-02
4.653960e+00	-1.865241e-02
4.663439e+00	-1.866306e-02
4.672829e+00	-1.867356e-02
4.682131e+00	-1.868391e-02
4.691348e+00	-1.869411e-02
4.700480e+00	-1.870416e-02
4.709530e+00	-1.871407e-02
4.718499e+00	-1.872383e-02
4.727388e+00	-1.873344e-02
4.736198e+00	-1.874290e-02
4.744932e+00	-1.875223e-02
4.753590e+00	-1.876141e-02
4.762174e+00	-1.877047e-02
4.770685e+00	-1.877940e-02
4.779123e+00	-1.878821e-02
4.787492e+00	-1.879690e-02
4.795791e+00	-1.880548e-02
4.804021e+00	-1.881394e-02
4.812184e+00	-1.882230e-02
4.820282e+00	-1.883055e-02
4.828314e+00	-1.883868e-02
4.836282e+00	-1.884671e-02
4.844187e+00	-1.885462e-02
4.852030e+00	-1.886243e-02
4.859812e+00	-1.887012e-02
4.867534e+00	-1.887772e-02
4.875197e+00	-1.888522e-02
4.882802e+00	-1.889261e-02
4.890349e+00	-1.889992e-02
4.897840e+00	-1.890713e-02
4.905275e+00	-1.891426e-02
4.912655e+00	-1.892130e-02
4.919981e+00	-1.892825e-02
4.927254e+00	-1.893511e-02
4.934474e+00	-1.894189e-02
4.941642e+00	-1.894858e-02
4.948760e+00	-1.895519e-02
4.955827e+00	-1.896171e-02
4.962845e+00	-1.896815e-02
4.969813e+00	-1.897451e-02
4.976734e+00	-1.898079e-02
4.983607e+00	-1.898699e-02
4.990433e+00	-1.899311e-02
4.997212e+00	-1.899917e-02
5.003946e+00	-1.900515e-02
5.010635e+00	-1.901106e-02
5.017280e+00	-1.901690e-02
5.023881e+00	-1.902267e-02
5.030438e+00	-1.902837e-02
5.036953e+00	-1.903400e-02
5.043425e+00	-1.903957e-02
5.049856e+00	-1.904507e-02
5.056246e+00	-1.905050e-02
5.062595e+00	-1.905586e-02
5.068904e+00	-1.906117e-02
5.075174e+00	-1.906640e-02
5.081404e+00	-1.907158e-02
5.087596e+00	-1.907670e-02
5.093750e+00	-1.908175e-02
5.099866e+00	-1.908675e-02
5.105945e+00	-1.909169e-02
5.111988e+00	-1.909658e-02
5.117994e+00	-1.910141e-02
5.123964e+00	-1.910618e-02
5.129899e+00	-1.911089e-02
5.135798e+00	-1.911556e-02
5.141664e+00	-1.912016e-02
5.147494e+00	-1.912472e-02
5.153292e+00	-1.912922e-02
5.159055e+00	-1.913366e-02
5.164786e+00	-1.913806e-02
5.170484e+00	-1.914241e-02
5.176150e+00	-1.914670e-02
5.181784e+00	-1.915095e-02
5.187386e+00	-1.915515e-02
5.192957e+00	-1.915931e-02
5.198497e+00	-1.916341e-02
5.204007e+00	-1.916747e-02
5.209486e+00	-1.917149e-02
5.214936e+00	-1.917545e-02
5.220356e+00	-1.917938e-02
5.225747e+00	-1.918325e-02
5.231109e+00	-1.918709e-02
5.236442e+00	-1.919088e-02
5.241747e+00	-1.919463e-02
5.247024e+00	-1.919833e-02
5.252273e+00	-1.920199e-02
5.257495e+00	-1.920562e-02
5.262690e+00	-1.920920e-02
5.267858e+00	-1.921274e-02
5.273000e+00	-1.921625e-02
5.278115e+00	-1.921971e-02
5.283204e+00	-1.922314e-02
5.288267e+00	-1.922652e-02
5.293305e+00	-1.922987e-02
5.298317e+00	-1.923627e-02
5.303305e+00	-1.927208e-02
5.308268e+00	-1.928615e-02
5.313206e+00	-1.930560e-02
5.318120e+00	-1.931134e-02
5.323010e+00	-1.932228e-02
5.327876e+00	-1.933460e-02
5.332719e+00	-1.934183e-02
5.337538e+00	-1.934734e-02
5.342334e+00	-1.935464e-02
5.347108e+00	-1.936277e-02
5.351858e+00	-1.936962e-02
5.356586e+00	-1.937477e-02
5.361292e+00	-1.937932e-02
5.365976e+00	-1.938431e-02
5.370638e+00	-1.938986e-02
5.375278e+00	-1.939533e-02
5.379897e+00	-1.940007e-02
5.384495e+00	-1.940393e-02
5.389072e+00	-1.940736e-02
5.393628e+00	-1.941093e-02
5.398163e+00	-1.941487e-02
5.402677e+00	-1.941898e-02
5.407172e+00	-1.942283e-02
5.411646e+00	-1.942614e-02
5.416100e+00	-1.942895e-02
5.420535e+00	-1.943155e-02
5.424950e+00	-1.943426e-02
5.429346e+00	-1.943720e-02
5.433722e+00	-1.944025e-02
5.438079e+00	-1.944321e-02
5.442418e+00	-1.944588e-02
5.446737e+00	-1.944822e-02
5.451038e+00	-1.945033e-02
5.455321e+00	-1.945239e-02
5.459586e+00	-1.945452e-02
5.463832e+00	-1.945674e-02
5.468060e+00	-1.945899e-02
5.472271e+00	-1.946117e-02
5.476464e+00	-1.946319e-02
5.480639e+00	-1.946502e-02
5.484797e+00	-1.946670e-02
5.488938e+00	-1.946830e-02
5.493061e+00	-1.946989e-02
5.497168e+00	-1.947150e-02
5.501258e+00	-1.947313e-02
5.505332e+00	-1.947475e-02
5.509388e+00	-1.947631e-02
5.513429e+00	-1.947777e-02
5.517453e+00	-1.947914e-02
5.521461e+00	-1.948042e-02
5.525453e+00	-1.948164e-02
5.529429e+00	-1.948283e-02
5.533389e+00	-1.948401e-02
5.537334e+00	-1.948520e-02
5.541264e+00	-1.948639e-02
5.545177e+00	-1.948756e-02
5.549076e+00	-1.948869e-02
5.552960e+00	-1.948977e-02
5.556828e+00	-1.949079e-02
5.560682e+00	-1.949175e-02
5.564520e+00	-1.949267e-02
5.568345e+00	-1.949357e-02
5.572154e+00	-1.949446e-02
5.575949e+00	-1.949535e-02
5.579730e+00	-1.949624e-02
5.583496e+00	-1.949712e-02
5.587249e+00	-1.949799e-02
5.590987e+00	-1.949882e-02
5.594711e+00	-1.949961e-02
5.598422e+00	-1.950036e-02
5.602119e+00	-1.950107e-02
5.605802e+00	-1.950176e-02
5.609472e+00	-1.950244e-02
5.613128e+00	-1.950311e-02
5.616771e+00	-1.950378e-02
5.620401e+00	-1.950446e-02
5.624018e+00	-1.950513e-02
5.627621e+00	-1.950577e-02
5.631212e+00	-1.950640e-02
5.634790e+00	-1.950699e-02
5.638355e+00	-1.950755e-02
5.641907e+00	-1.950808e-02
5.645447e+00	-1.950860e-02
5.648974e+00	-1.950912e-02
5.652489e+00	-1.950963e-02
5.655992e+00	-1.951014e-02
5.659482e+00	-1.951064e-02
5.662960e+00	-1.951114e-02
5.666427e+00	-1.951163e-02
5.669881e+00	-1.951210e-02
5.673323e+00	-1.951254e-02
5.676754e+00	-1.951297e-02
5.680173e+00	-1.951338e-02
5.683580e+00	-1.951378e-02
5.686975e+00	-1.951417e-02
5.690359e+00	-1.951456e-02
5.693732e+00	-1.951494e-02
