1;3.100000e-05
2;2.100000e-05
4;7.000000e-06
8;1.700000e-05
16;5.800000e-05
32;2.660000e-04
64;1.192000e-03
128;3.313000e-03
256;1.140100e-02
512;4.537600e-02
1024;1.605370e-01
2048;5.511360e-01
