0.000000e+00	0.000000e+00	0.000000e+00
1.005025e-01	1.252575e-02	1.250346e-02
2.010050e-01	2.471877e-02	2.468121e-02
3.015075e-01	3.633099e-02	3.628372e-02
4.020101e-01	4.718374e-02	4.713107e-02
5.025126e-01	5.715488e-02	5.710007e-02
6.030151e-01	6.616800e-02	6.611343e-02
7.035176e-01	7.418333e-02	7.413065e-02
8.040201e-01	8.119005e-02	8.114034e-02
9.045226e-01	8.719994e-02	8.715381e-02
1.005025e+00	9.224200e-02	9.219978e-02
1.105528e+00	9.635811e-02	9.631990e-02
1.206030e+00	9.959940e-02	9.956516e-02
1.306533e+00	1.020233e-01	1.019929e-01
1.407035e+00	1.036910e-01	1.036644e-01
1.507538e+00	1.046660e-01	1.046430e-01
1.608040e+00	1.050119e-01	1.049925e-01
1.708543e+00	1.047917e-01	1.047758e-01
1.809045e+00	1.040668e-01	1.040542e-01
1.909548e+00	1.028962e-01	1.028869e-01
2.010050e+00	1.013360e-01	1.013297e-01
2.110553e+00	9.943914e-02	9.943571e-02
2.211055e+00	9.725502e-02	9.725418e-02
2.311558e+00	9.482955e-02	9.483100e-02
2.412060e+00	9.220499e-02	9.220838e-02
2.512563e+00	8.942001e-02	8.942498e-02
2.613065e+00	8.650974e-02	8.651596e-02
2.713568e+00	8.350593e-02	8.351308e-02
2.814070e+00	8.043707e-02	8.044489e-02
2.914573e+00	7.732856e-02	7.733684e-02
3.015075e+00	7.420294e-02	7.421151e-02
3.115578e+00	7.108000e-02	7.108880e-02
3.216080e+00	6.797707e-02	6.798605e-02
3.316583e+00	6.490916e-02	6.491832e-02
3.417085e+00	6.188915e-02	6.189853e-02
3.517588e+00	5.892802e-02	5.893762e-02
3.618090e+00	5.603496e-02	5.604478e-02
3.718593e+00	5.321759e-02	5.322759e-02
3.819095e+00	5.048206e-02	5.049216e-02
3.919598e+00	4.783323e-02	4.784333e-02
4.020101e+00	4.527481e-02	4.528474e-02
4.120603e+00	4.280944e-02	4.281902e-02
4.221106e+00	4.043886e-02	4.044789e-02
4.321608e+00	3.816396e-02	3.817225e-02
4.422111e+00	3.598493e-02	3.599231e-02
4.522613e+00	3.390135e-02	3.390769e-02
4.623116e+00	3.191224e-02	3.191745e-02
4.723618e+00	3.001617e-02	3.002024e-02
4.824121e+00	2.821137e-02	2.821432e-02
4.924623e+00	2.649570e-02	2.649763e-02
5.025126e+00	2.486682e-02	2.486788e-02
5.125628e+00	2.332218e-02	2.332253e-02
5.226131e+00	2.185908e-02	2.185893e-02
5.326633e+00	2.047472e-02	2.047425e-02
5.427136e+00	1.916622e-02	1.916563e-02
5.527638e+00	1.793067e-02	1.793011e-02
5.628141e+00	1.676514e-02	1.676472e-02
5.728643e+00	1.566667e-02	1.566647e-02
5.829146e+00	1.463235e-02	1.463240e-02
5.929648e+00	1.365927e-02	1.365956e-02
6.030151e+00	1.274458e-02	1.274505e-02
6.130653e+00	1.188545e-02	1.188604e-02
6.231156e+00	1.107913e-02	1.107975e-02
6.331658e+00	1.032290e-02	1.032346e-02
6.432161e+00	9.614142e-03	9.614574e-03
6.532663e+00	8.950295e-03	8.950540e-03
6.633166e+00	8.328888e-03	8.328912e-03
6.733668e+00	7.747534e-03	7.747334e-03
6.834171e+00	7.203945e-03	7.203544e-03
6.934673e+00	6.695925e-03	6.695372e-03
7.035176e+00	6.221384e-03	6.220744e-03
7.135678e+00	5.778329e-03	5.777678e-03
7.236181e+00	5.364872e-03	5.364285e-03
7.336683e+00	4.979222e-03	4.978769e-03
7.437186e+00	4.619685e-03	4.619420e-03
