7.537688e+00	4.284662e-03	4.284617e-03
7.638191e+00	3.972639e-03	3.972822e-03
7.738693e+00	3.682186e-03	3.682581e-03
7.839196e+00	3.411950e-03	3.412516e-03
7.939698e+00	3.160650e-03	3.161329e-03
8.040201e+00	2.927072e-03	2.927791e-03
8.140704e+00	2.710064e-03	2.710747e-03
8.241206e+00	2.508535e-03	2.509107e-03
8.341709e+00	2.321448e-03	2.321846e-03
8.442211e+00	2.147825e-03	2.148000e-03
8.542714e+00	1.986737e-03	1.986664e-03
8.643216e+00	1.837310e-03	1.836988e-03
8.743719e+00	1.698724e-03	1.698174e-03
8.844221e+00	1.570207e-03	1.569476e-03
8.944724e+00	1.451042e-03	1.450192e-03
9.045226e+00	1.340560e-03	1.339669e-03
9.145729e+00	1.238143e-03	1.237292e-03
9.246231e+00	1.143219e-03	1.142488e-03
9.346734e+00	1.055262e-03	1.054723e-03
9.447236e+00	9.737861e-04	9.734948e-04
9.547739e+00	8.983461e-04	8.983378e-04
9.648241e+00	8.285299e-04	8.288160e-04
9.748744e+00	7.639567e-04	7.645234e-04
9.849246e+00	7.042724e-04	7.050814e-04
9.949749e+00	6.491459e-04	6.501376e-04
1.005025e+01	5.982658e-04	5.993637e-04
1.015075e+01	5.513375e-04	5.524541e-04
1.025126e+01	5.080806e-04	5.091246e-04
1.035176e+01	4.682349e-04	4.691110e-04
1.045226e+01	4.314835e-04	4.321675e-04
1.055276e+01	3.979040e-04	3.980660e-04
1.065327e+01	3.661780e-04	3.665943e-04
1.075377e+01	3.385024e-04	3.375557e-04
1.085427e+01	3.112889e-04	3.107674e-04
1.095477e+01	2.867151e-04	2.860599e-04
1.105528e+01	2.649871e-04	2.632760e-04
1.115578e+01	2.442173e-04	2.422699e-04
1.125628e+01	2.242968e-04	2.229065e-04
1.135678e+01	2.063336e-04	2.050606e-04
1.145729e+01	1.904097e-04	1.886162e-04
1.155779e+01	1.755437e-04	1.734659e-04
1.165829e+01	1.611043e-04	1.595102e-04
1.175879e+01	1.474148e-04	1.466571e-04
1.185930e+01	1.350983e-04	1.348215e-04
1.195980e+01	1.242633e-04	1.239246e-04
1.206030e+01	1.144205e-04	1.138935e-04
1.216080e+01	1.050124e-04	1.046609e-04
1.226131e+01	9.589995e-05	9.616462e-05
1.236181e+01	8.738157e-05	8.834701e-05
1.246231e+01	7.983740e-05	8.115497e-05
1.256281e+01	7.337279e-05	7.453941e-05
1.266332e+01	6.773847e-05	6.845499e-05
1.276382e+01	6.252929e-05	6.285986e-05
1.286432e+01	5.746237e-05	5.771539e-05
1.296482e+01	5.252640e-05	5.298593e-05
1.306533e+01	4.792683e-05	4.863858e-05
1.316583e+01	4.389995e-05	4.464299e-05
1.326633e+01	4.053545e-05	4.097119e-05
1.336683e+01	3.771370e-05	3.759736e-05
1.346734e+01	3.517583e-05	3.449771e-05
1.356784e+01	3.266587e-05	3.165032e-05
1.366834e+01	3.005532e-05	2.903498e-05
1.376884e+01	2.738657e-05	2.663305e-05
1.386935e+01	2.482434e-05	2.442739e-05
1.396985e+01	2.255314e-05	2.240220e-05
1.407035e+01	2.067859e-05	2.054292e-05
1.417085e+01	1.917929e-05	1.883616e-05
1.427136e+01	1.792457e-05	1.726957e-05
1.437186e+01	1.674097e-05	1.583180e-05
1.447236e+01	1.549121e-05	1.451240e-05
1.457286e+01	1.412926e-05	1.330175e-05
1.467337e+01	1.271092e-05	1.219101e-05
1.477387e+01	1.136045e-05	1.117204e-05
1.487437e+01	1.021221e-05	1.023735e-05
1.497487e+01	9.353186e-06	9.380054e-06
1.507538e+01	8.788914e-06	8.593822e-06
1.517588e+01	8.443225e-06	7.872834e-06
1.527638e+01	8.188257e-06	7.211739e-06
1.537688e+01	7.890639e-06	6.605620e-06
1.547739e+01	7.455632e-06	6.049957e-06
1.557789e+01	6.854027e-06	5.540595e-06
1.567839e+01	6.124414e-06	5.073721e-06
1.577889e+01	5.352705e-06	4.645828e-06
1.587940e+01	4.638172e-06	4.253696e-06
1.597990e+01	4.058559e-06	3.894368e-06
1.608040e+01	3.645695e-06	3.565128e-06
1.618090e+01	3.378346e-06	3.263482e-06
1.628141e+01	3.192864e-06	2.987142e-06
1.638191e+01	3.006644e-06	2.734004e-06
1.648241e+01	2.745991e-06	2.502140e-06
1.658291e+01	2.369573e-06	2.289778e-06
1.668342e+01	1.880821e-06	2.095295e-06
1.678392e+01	1.326502e-06	1.917199e-06
1.688442e+01	7.829143e-07	1.754122e-06
1.698492e+01	3.344858e-07	1.604809e-06
1.708543e+01	5.119104e-08	1.468108e-06
1.718593e+01	-2.905855e-08	1.342963e-06
1.728643e+01	9.119807e-08	1.228407e-06
1.738693e+01	3.712521e-07	1.123550e-06
1.748744e+01	7.437359e-07	1.027579e-06
1.758794e+01	1.131719e-06	9.397473e-07
1.768844e+01	1.466693e-06	8.593693e-07
1.778894e+01	1.702962e-06	7.858181e-07
1.788945e+01	1.825293e-06	7.185185e-07
1.798995e+01	1.848565e-06	6.569433e-07
1.809045e+01	1.810239e-06	6.006093e-07
1.819095e+01	1.758083e-06	5.490739e-07
1.829146e+01	1.736465e-06	5.019314e-07
1.839196e+01	1.774601e-06	4.588102e-07
1.849246e+01	1.879356e-06	4.193698e-07
1.859296e+01	2.033954e-06	3.832982e-07
1.869347e+01	2.202490e-06	3.503099e-07
1.879397e+01	2.338829e-06	3.201430e-07
1.889447e+01	2.397639e-06	2.925581e-07
1.899497e+01	2.344977e-06	2.673356e-07
1.909548e+01	2.166143e-06	2.442747e-07
1.919598e+01	1.869265e-06	2.231912e-07
1.929648e+01	1.484058e-06	2.039168e-07
1.939698e+01	1.056270e-06	1.862974e-07
1.949749e+01	6.391308e-07	1.701916e-07
1.959799e+01	2.836597e-07	1.554703e-07
1.969849e+01	2.977331e-08	1.420153e-07
1.979899e+01	-1.001522e-07	1.297183e-07
1.989950e+01	-1.042017e-07	1.184803e-07
2.000000e+01	0.000000e+00	1.082106e-07
